SK_ID_CURR,TARGET
100001,0.10175662008698473
100005,0.19625089441170604
100013,0.09432046132958023
100028,0.10453390186427172
100038,0.17834856733650742
100042,0.09371790036761202
100057,0.0980623707252541
100065,0.1349013537844796
100066,0.05677204260513956
100067,0.14924456526699093
100074,0.12422176442782322
100090,0.16256555385560745
100091,0.16964840703911668
100092,0.1706783638341057
100106,0.15693357794338683
100107,0.14589489097761807
100109,0.1470185213686501
100117,0.10989166033368558
100128,0.11769229508413191
100141,0.10842219225149269
100150,0.08017009663521557
100168,0.07496921484665864
100169,0.08199423061973568
100170,0.11366392124649964
100171,0.1127167761512796
100172,0.17738463627850112
100184,0.14157404931310508
100187,0.11139457347253558
100212,0.10664549979834224
100222,0.14061630935231167
100223,0.06888092040665564
100232,0.0792306048404017
100241,0.17803323831705486
100245,0.08895770759299763
100253,0.08404357878354163
100256,0.14258408394527658
100271,0.07764026436476584
100278,0.16984408007158824
100280,0.06106787358518238
100306,0.17809517524330865
100311,0.18188647884069417
100312,0.08610754209905838
100330,0.12715974416208753
100331,0.11400127184930169
100352,0.13798306857012474
100358,0.16452323143242034
100367,0.12456540249479152
100382,0.13647648954690067
100384,0.10503512451416343
100385,0.14088838867627249
100386,0.10599185834256425
100399,0.0960709957228696
100404,0.11249519700031338
100416,0.08203841762654154
100422,0.1691626573950146
100426,0.11901658162913273
100438,0.08593162472305141
100444,0.1554225560086868
100445,0.16559292476614176
100446,0.1552742640108368
100447,0.10161073698273608
100450,0.1239003307712338
100466,0.11829327444637347
100483,0.09597111010319036
100484,0.06780294435901156
100494,0.11912518244133724
100510,0.18114565747854328
100512,0.09400478432527518
100517,0.0882777838806889
100548,0.10881072432239572
100551,0.10566146804138803
100552,0.17655729306855156
100553,0.09206564594504994
100561,0.16458945403453507
100568,0.20937120254782848
100569,0.0857000752139811
100591,0.12031545526582665
100592,0.07483951000089621
100602,0.11735541792044249
100607,0.11660982572275626
100613,0.128267793639959
100617,0.11707454918388523
100618,0.13688759605901332
100622,0.18985224414054713
100625,0.14119311075277302
100677,0.13702197234622468
100699,0.11156878849698368
100702,0.2239226646012
100711,0.12421046653427796
100729,0.20335018597959922
100740,0.15508955947051867
100744,0.15309965017467853
100745,0.12789630938632623
100747,0.14083680981993973
100751,0.18584184654054195
100752,0.13099570251961126
100753,0.21417125348787047
100754,0.1853384369798421
100760,0.1328261194636936
100762,0.14400294066766944
100763,0.10906358419624847
100765,0.10395406624077717
100770,0.14009159320816303
100772,0.09577921655311657
100777,0.11135302223052655
100791,0.08720320102934861
100792,0.0618099103559948
100797,0.10553303379349456
100823,0.09790434431915382
100826,0.11841622109373974
100830,0.09850741952753028
100836,0.18530196615292496
100872,0.10735373889352227
100910,0.13519327351512353
100913,0.14092322497906873
100918,0.1174627812741175
100931,0.07456608701966036
100952,0.14370659476740377
100953,0.11357517634740108
100965,0.17798164533644414
100970,0.11548587716621182
100982,0.15820426317355527
100983,0.14604175645132403
100984,0.10404905983875089
100987,0.1453319794995093
100997,0.11932752696345574
100998,0.15945097151422769
101002,0.1494511445143856
101005,0.19826507193621207
101008,0.15899487343844243
101020,0.13791536963447448
101021,0.1346348742314241
101024,0.11593471608366723
101025,0.17488119803632132
101026,0.1317382598500387
101031,0.11049299233230335
101041,0.08745710031645072
101051,0.06581047362868048
101055,0.1274663763570327
101056,0.1822522172449787
101057,0.12463685296451397
101064,0.12496488837597498
101079,0.15250230739644688
101087,0.12912423724707903
101090,0.09188294990997124
101092,0.13337939980374458
101097,0.14448635613064614
101099,0.09054247882840442
101107,0.12479362310176598
101118,0.13011682999748947
101125,0.1471883134321239
101126,0.0915922566754665
101128,0.11732476572255585
101136,0.16659895733839125
101140,0.15377314874091047
101149,0.14055354565466655
101160,0.12486100820269327
101169,0.19048062133862317
101181,0.10536752909088912
101186,0.07675242220584251
101190,0.1628523895311374
101193,0.14132659306407344
101194,0.14416672276107256
101198,0.14345361926945754
101200,0.09852058032774212
101204,0.10222507875942627
101211,0.12888834498175916
101213,0.12275860098093536
101223,0.10146130890542061
101225,0.12772183745031648
101237,0.1394272245228163
101243,0.14312961517396539
101244,0.17253979933052296
101258,0.11246705239086406
101259,0.19032909212204707
101268,0.1660259917198707
101269,0.0910085650765273
101271,0.18000786880287084
101279,0.11060313695863738
101281,0.16068287128537156
101287,0.08733653816560945
101292,0.09996597883021377
101294,0.11334481287723165
101296,0.11690061642923048
101297,0.10170140464641017
101299,0.10972285772058031
101301,0.10700045106845571
101305,0.13448377052453045
101308,0.10193692646449161
101318,0.0838410863560199
101327,0.18414403006171406
101329,0.13124811882512818
101332,0.10291536967564857
101337,0.12616126260123736
101343,0.09289656653515897
101345,0.08032580546232744
101346,0.10324573107210823
101353,0.06790868921333315
101354,0.1585165450957207
101355,0.1776771575671734
101356,0.09942690876671126
101362,0.14410800264411897
101363,0.20407622273312265
101365,0.09614955551329533
101366,0.14420437947482434
101367,0.17409673685591306
101368,0.06481072159453816
101374,0.16089569592665565
101380,0.08852552777325783
101383,0.09438854168358231
101398,0.07974924791145428
101399,0.20854634027371283
101401,0.17352766158487304
101412,0.13906689992065469
101426,0.1373166569217216
101427,0.21838376917230712
101428,0.15024350625083538
101429,0.16249621185815252
101434,0.10416215464820974
101440,0.11035932594795318
